data,denominazione_regione,nuovi_positivi,totale_casi,ricoverati_con_sintomi,ingressi_terapia_intensiva,tamponi
2021-06-07,Lazio,170,343435,686,2.0,7127092
2021-06-07,Liguria,7,102941,77,0.0,1645690
2021-06-07,Lombardia,142,837728,799,7.0,10881430
2021-06-07,Marche,20,103140,81,0.0,1252922
2021-06-07,Molise,3,13610,6,0.0,232209
2021-06-07,Piemonte,100,361501,461,3.0,4636419
2021-06-07,Puglia,56,251438,399,1.0,2533789
2021-06-07,Sardegna,9,56886,105,0.0,1320784
2021-06-07,Sicilia,156,227680,392,0.0,4602346
2021-06-07,Toscana,160,242569,298,0.0,4834643
2021-06-07,Umbria,6,56536,50,0.0,1370335
2021-06-07,Valle d'Aosta,3,11629,6,0.0,131963
2021-06-07,Veneto,38,424040,190,0.0,8146181
2021-06-08,Abruzzo,25,74314,88,0.0,1608697
2021-06-08,Basilicata,35,26529,44,0.0,378340
2021-06-08,Calabria,61,67758,182,0.0,886934
2021-06-08,Campania,251,421540,553,2.0,5020098
2021-06-08,Emilia-Romagna,99,385070,386,2.0,6380331
2021-06-08,Friuli Venezia Giulia,45,107232,29,1.0,2063809
2021-06-08,Lazio,139,343574,645,0.0,7153659
2021-06-08,Liguria,21,102962,76,0.0,1650097
2021-06-08,Lombardia,291,838019,817,0.0,10915877
2021-06-08,Marche,33,103173,83,0.0,1255647
2021-06-08,Molise,6,13616,6,0.0,232530
2021-06-08,Piemonte,96,361597,413,1.0,4650920
2021-06-08,Puglia,134,251572,343,2.0,2542091
2021-06-08,Sardegna,14,56900,100,0.0,1323121
2021-06-08,Sicilia,337,228017,368,0.0,4624350
2021-06-08,Toscana,90,242659,290,3.0,4849400
2021-06-08,Umbria,32,56568,44,0.0,1376011
2021-06-08,Valle d'Aosta,8,11637,6,0.0,132484
2021-06-08,Veneto,130,424170,181,6.0,8174663
2021-06-09,Abruzzo,48,74362,81,0.0,1613295
2021-06-09,Basilicata,31,26560,43,0.0,379303
2021-06-09,Calabria,114,67872,172,1.0,889518
2021-06-09,Campania,257,421797,518,6.0,5034692
2021-06-09,Emilia-Romagna,107,385176,360,3.0,6399364
2021-06-09,Friuli Venezia Giulia,25,107257,23,0.0,2069946
2021-06-09,Lazio,179,343753,587,7.0,7175906
2021-06-09,Liguria,20,102982,70,0.0,1655302
2021-06-09,Lombardia,322,838341,754,1.0,10959148
2021-06-09,Marche,82,103255,79,0.0,1258651
2021-06-09,Molise,3,13619,7,0.0,233010
2021-06-09,Piemonte,137,361734,386,2.0,4665958
2021-06-09,Puglia,185,251757,332,0.0,2549087
2021-06-09,Sardegna,37,56937,94,0.0,1326989
2021-06-09,Sicilia,320,228337,365,1.0,4639258
2021-06-09,Toscana,127,242786,261,3.0,4865298
2021-06-09,Umbria,21,56589,42,0.0,1380402
2021-06-09,Valle d'Aosta,4,11641,5,0.0,132931
2021-06-09,Veneto,126,424296,175,0.0,8203876
2021-06-10,Abruzzo,38,74399,81,0.0,1618102
2021-06-10,Basilicata,36,26596,42,0.0,380267
2021-06-10,Calabria,78,67950,168,1.0,891656
2021-06-10,Campania,209,422006,482,2.0,5047606
2021-06-10,Emilia-Romagna,145,385321,335,1.0,6401646
2021-06-10,Friuli Venezia Giulia,42,107299,21,0.0,2075529
2021-06-10,Lazio,194,343947,543,14.0,7192680
2021-06-10,Liguria,28,103010,68,0.0,1660407
2021-06-10,Lombardia,352,838693,721,2.0,10994844
2021-06-10,Marche,46,103301,76,2.0,1261295
2021-06-10,Molise,6,13625,8,0.0,233517
2021-06-10,Piemonte,137,361871,367,2.0,4681917
2021-06-10,Puglia,123,251880,308,1.0,2555492
2021-06-10,Sardegna,19,56956,87,1.0,1330921
2021-06-10,Sicilia,284,228621,362,1.0,4653061
2021-06-10,Toscana,174,242960,255,2.0,4881399
2021-06-10,Umbria,30,56619,42,0.0,1384295
2021-06-10,Valle d'Aosta,8,11649,5,0.0,133343
2021-06-10,Veneto,88,424384,156,1.0,8237007
2021-06-11,Abruzzo,28,74421,76,0.0,1621821
2021-06-11,Basilicata,52,26648,38,0.0,381034
2021-06-11,Calabria,130,68080,156,0.0,894045
2021-06-11,Campania,199,422205,467,2.0,5060549
2021-06-11,Emilia-Romagna,139,385457,321,2.0,6421432
2021-06-11,Friuli Venezia Giulia,23,107322,17,1.0,2080998
2021-06-11,Lazio,169,344116,512,3.0,7222500
2021-06-11,Liguria,10,103020,57,0.0,1665142
2021-06-11,Lombardia,270,838963,660,1.0,11030822
2021-06-11,Marche,43,103344,70,0.0,1263812
2021-06-11,Molise,1,13626,8,0.0,234520
2021-06-11,Piemonte,126,361997,351,3.0,4704535
2021-06-11,Puglia,140,252020,272,1.0,2561176
2021-06-11,Sardegna,21,56977,83,0.0,1334261
2021-06-11,Sicilia,273,228894,337,3.0,4666428
2021-06-11,Toscana,146,243106,232,3.0,4897021
2021-06-11,Umbria,16,56635,40,0.0,1389380
2021-06-11,Valle d'Aosta,4,11653,5,0.0,133824
2021-06-11,Veneto,77,424461,146,2.0,8263994
2021-06-12,Abruzzo,29,74450,68,0.0,1626887
2021-06-12,Basilicata,13,26661,38,0.0,381918
2021-06-12,Calabria,80,68160,150,0.0,896282
2021-06-12,Campania,187,422392,440,4.0,5073647
2021-06-12,Emilia-Romagna,105,385561,291,2.0,6438600
2021-06-12,Friuli Venezia Giulia,36,107358,12,0.0,2088101
2021-06-12,Lazio,164,344280,481,6.0,7249150
2021-06-12,Liguria,21,103041,62,1.0,1670347
2021-06-12,Lombardia,255,839218,633,1.0,11067060
2021-06-12,Marche,34,103378,57,0.0,1266043
2021-06-12,Molise,4,13630,8,0.0,234874
2021-06-12,Piemonte,90,362087,325,1.0,4726807
2021-06-12,Puglia,140,252160,268,1.0,2567120
2021-06-12,Sardegna,20,56997,85,0.0,1337986
2021-06-12,Sicilia,263,229157,326,6.0,4680357
2021-06-12,Toscana,146,243252,204,0.0,4913249
2021-06-12,Umbria,21,56656,41,1.0,1393675
2021-06-12,Valle d'Aosta,2,11655,3,0.0,134156
2021-06-12,Veneto,67,424528,137,1.0,8287138
2021-06-13,Abruzzo,14,74464,69,0.0,1630279
2021-06-13,Basilicata,27,26688,42,0.0,382388
2021-06-13,Calabria,72,68232,149,0.0,897867
2021-06-13,Campania,147,422539,410,4.0,5083781
2021-06-13,Emilia-Romagna,123,385684,288,2.0,6448946
2021-06-13,Friuli Venezia Giulia,11,107369,8,1.0,2091185
2021-06-13,Lazio,127,344407,450,1.0,7266571
2021-06-13,Liguria,10,103051,59,0.0,1673065
2021-06-13,Lombardia,257,839475,628,0.0,11093902
2021-06-13,Marche,33,103411,52,0.0,1268226
2021-06-13,Molise,2,13632,8,0.0,235187
2021-06-13,Piemonte,59,362146,317,4.0,4734907
2021-06-13,Puglia,73,252233,263,0.0,2571121
2021-06-13,Sardegna,11,57008,87,0.0,1339823
2021-06-13,Sicilia,183,229340,310,6.0,4687154
2021-06-13,Toscana,123,243375,195,2.0,4925424
2021-06-13,Umbria,11,56667,44,0.0,1396958
2021-06-13,Valle d'Aosta,1,11656,3,0.0,134498
2021-06-13,Veneto,87,424615,134,0.0,8303246
2021-06-14,Abruzzo,5,74469,71,0.0,1631164
2021-06-14,Basilicata,1,26689,40,0.0,382592
2021-06-14,Calabria,18,68250,146,0.0,898766
2021-06-14,Campania,80,422619,379,0.0,5087072
2021-06-14,Emilia-Romagna,137,385821,291,3.0,6457057
2021-06-14,Friuli Venezia Giulia,4,107373,9,0.0,2092714
2021-06-14,Lazio,111,344518,454,0.0,7275693
2021-06-14,Liguria,5,103056,55,0.0,1675032
2021-06-14,Lombardia,102,839577,596,1.0,11105601
2021-06-14,Marche,3,103414,52,0.0,1268945
2021-06-14,Molise,4,13636,8,0.0,234739
2021-06-14,Piemonte,87,362233,303,2.0,4746399
2021-06-14,Puglia,47,252280,263,1.0,2574526
2021-06-14,Sardegna,31,57039,83,1.0,1340983
2021-06-14,Sicilia,163,229503,319,0.0,4697065
2021-06-14,Toscana,82,243457,190,2.0,4930492
2021-06-14,Umbria,4,56671,41,1.0,1397886
2021-06-14,Valle d'Aosta,2,11658,3,0.0,134605
2021-06-14,Veneto,19,424634,134,0.0,8309695
2021-06-15,Abruzzo,28,74496,65,0.0,1635653
2021-06-15,Basilicata,28,26717,38,0.0,383403
2021-06-15,Calabria,32,68282,148,2.0,900887
2021-06-15,Campania,136,422755,366,1.0,5101362
2021-06-15,Emilia-Romagna,48,385868,279,0.0,6475668
2021-06-15,Friuli Venezia Giulia,12,107385,10,0.0,2098242
2021-06-15,Lazio,118,344636,430,6.0,7300232
2021-06-15,Liguria,8,103064,51,0.0,1681244
2021-06-15,Lombardia,182,839759,590,3.0,11137474
2021-06-15,Marche,16,103430,51,0.0,1271275
2021-06-15,Molise,10,13646,8,0.0,235117
2021-06-15,Piemonte,75,362308,291,4.0,4763941
2021-06-15,Puglia,169,252449,247,2.0,2582579
2021-06-15,Sardegna,22,57061,73,1.0,1343732
2021-06-15,Sicilia,200,229703,309,4.0,4712325
2021-06-15,Toscana,57,243514,186,2.0,4945348
2021-06-15,Umbria,21,56692,41,0.0,1402962
2021-06-15,Valle d'Aosta,3,11661,4,0.0,134997
2021-06-15,Veneto,74,424708,127,1.0,8341724
2021-06-16,Abruzzo,27,74523,61,0.0,1639943
2021-06-16,Basilicata,16,26733,37,0.0,383995
2021-06-16,Calabria,66,68348,140,1.0,903303
2021-06-16,Campania,167,422922,337,2.0,5115546
2021-06-16,Emilia-Romagna,73,385941,269,1.0,6492972
2021-06-16,Friuli Venezia Giulia,23,107408,8,0.0,2104300
2021-06-16,Lazio,143,344779,392,2.0,7325939
2021-06-16,Liguria,21,103085,37,0.0,1689059
2021-06-16,Lombardia,256,840015,534,0.0,11172472
2021-06-16,Marche,29,103459,41,0.0,1274072
2021-06-16,Molise,1,13647,9,0.0,235516
2021-06-16,Piemonte,59,362367,272,0.0,4776560
2021-06-16,Puglia,112,252561,231,0.0,2590229
2021-06-16,Sardegna,24,57085,70,0.0,1345469
2021-06-16,Sicilia,168,229871,292,3.0,4726745
2021-06-16,Toscana,106,243620,173,0.0,4960539
2021-06-16,Umbria,12,56704,32,0.0,1407023
2021-06-16,Valle d'Aosta,1,11662,2,0.0,135248
2021-06-16,Veneto,84,424792,108,0.0,8367234
2021-06-17,Abruzzo,22,74545,56,0.0,1643679
2021-06-17,Basilicata,31,26764,37,0.0,384771
2021-06-17,Calabria,69,68417,123,1.0,905603
2021-06-17,Campania,131,423053,334,1.0,5130276
2021-06-17,Emilia-Romagna,89,386028,254,0.0,6509781
2021-06-17,Friuli Venezia Giulia,23,107431,7,0.0,2109803
2021-06-17,Lazio,119,344898,368,5.0,7350141
2021-06-17,Liguria,18,103103,32,0.0,1693468
2021-06-17,Lombardia,232,840247,496,3.0,11210125
2021-06-17,Marche,21,103480,40,0.0,1276337
2021-06-17,Molise,4,13651,6,0.0,235697
2021-06-17,Piemonte,72,362439,245,3.0,4794057
2021-06-17,Puglia,90,252651,218,0.0,2597073
2021-06-17,Sardegna,3,57088,72,0.0,1348621
2021-06-17,Sicilia,228,230099,283,0.0,4739951
2021-06-17,Toscana,60,243680,158,0.0,4974633
2021-06-17,Umbria,19,56723,33,2.0,1410875
2021-06-17,Valle d'Aosta,3,11665,3,0.0,135553
2021-06-17,Veneto,61,424853,105,0.0,8391407
2021-06-18,Abruzzo,25,74570,52,0.0,1648576
2021-06-18,Basilicata,14,26778,35,0.0,385514
2021-06-18,Calabria,77,68494,112,0.0,907924
2021-06-18,Campania,107,423160,314,1.0,5143071
2021-06-18,Emilia-Romagna,71,386099,246,0.0,6532281
2021-06-18,Friuli Venezia Giulia,23,107454,4,0.0,2114842
2021-06-18,Lazio,147,345045,337,5.0,7374435
2021-06-18,Liguria,16,103119,35,0.0,1698259
2021-06-18,Lombardia,114,840361,427,2.0,11245195
2021-06-18,Marche,28,103508,36,0.0,1278764
2021-06-18,Molise,12,13663,6,0.0,236278
2021-06-18,Piemonte,58,362497,233,2.0,4816154
2021-06-18,Puglia,106,252757,207,0.0,2603966
2021-06-18,Sardegna,8,57096,70,0.0,1350852
2021-06-18,Sicilia,170,230269,259,0.0,4754159
2021-06-18,Toscana,67,243747,152,0.0,4990129
2021-06-18,Umbria,13,56736,33,0.0,1415374
2021-06-18,Valle d'Aosta,2,11667,3,0.0,135890
2021-06-18,Veneto,72,424925,102,1.0,8421309
2021-06-19,Abruzzo,35,74601,42,0.0,1654456
2021-06-19,Basilicata,13,26791,33,0.0,386267
2021-06-19,Calabria,111,68605,100,1.0,910298
2021-06-19,Campania,139,423299,296,1.0,5158527
2021-06-19,Emilia-Romagna,93,386192,233,1.0,6556503
2021-06-19,Friuli Venezia Giulia,15,107469,4,0.0,2121754
2021-06-19,Lazio,101,345146,320,1.0,7401796
2021-06-19,Liguria,14,103133,35,0.0,1703688
2021-06-19,Lombardia,183,840544,402,0.0,11288625
2021-06-19,Marche,16,103524,32,0.0,1282111
2021-06-19,Molise,7,13670,6,0.0,236681
2021-06-19,Piemonte,66,362563,225,0.0,4841564
2021-06-19,Puglia,61,252818,186,0.0,2611108
2021-06-19,Sardegna,13,57109,68,0.0,1353439
2021-06-19,Sicilia,183,230452,240,4.0,4767684
2021-06-19,Toscana,62,243809,144,1.0,5009084
2021-06-19,Umbria,8,56744,30,0.0,1420999
2021-06-19,Valle d'Aosta,3,11670,3,0.0,136302
2021-06-19,Veneto,58,424983,88,0.0,8455687
2021-06-20,Abruzzo,27,74628,44,0.0,1658875
2021-06-20,Basilicata,36,26827,33,0.0,386912
2021-06-20,Calabria,54,68659,89,1.0,911859
2021-06-20,Campania,82,423381,287,3.0,5171077
2021-06-20,Emilia-Romagna,73,386265,223,0.0,6569590
2021-06-20,Friuli Venezia Giulia,7,107476,6,0.0,2125342
2021-06-20,Lazio,68,345214,300,2.0,7423680
2021-06-20,Liguria,18,103151,34,0.0,1707196
2021-06-20,Lombardia,145,840689,408,0.0,11317204
2021-06-20,Marche,15,103539,33,0.0,1283518
2021-06-20,Molise,12,13682,6,0.0,237156
2021-06-20,Piemonte,31,362594,220,2.0,4850955
2021-06-20,Puglia,45,252863,187,1.0,2615098
2021-06-20,Sardegna,9,57118,68,0.0,1354772
2021-06-20,Sicilia,135,230587,239,0.0,4773519
2021-06-20,Toscana,55,243864,134,2.0,5021816
2021-06-20,Umbria,27,56771,26,0.0,1425179
2021-06-20,Valle d'Aosta,4,11674,4,0.0,136736
2021-06-20,Veneto,26,425009,88,1.0,8472946
2021-06-21,Abruzzo,5,74622,43,1.0,1659778
2021-06-21,Basilicata,4,26831,33,0.0,387140
2021-06-21,Calabria,20,68679,87,0.0,912801
2021-06-21,Campania,31,423412,282,3.0,5174322
2021-06-21,Emilia-Romagna,81,386346,223,0.0,6577851
2021-06-21,Friuli Venezia Giulia,2,107478,9,0.0,2126484
2021-06-21,Lazio,71,345285,295,1.0,7433902
2021-06-21,Liguria,8,103159,34,0.0,1709438
2021-06-21,Lombardia,83,840772,391,1.0,11327674
2021-06-21,Marche,0,103539,29,0.0,1283702
2021-06-21,Molise,0,13682,6,0.0,237329
2021-06-21,Piemonte,20,362614,213,2.0,4860609
2021-06-21,Puglia,19,252882,179,0.0,2619454
2021-06-21,Sardegna,4,57122,65,0.0,1355601
2021-06-21,Sicilia,85,230672,237,0.0,4789615
2021-06-21,Toscana,45,243909,133,1.0,5026703
2021-06-21,Umbria,4,56775,26,0.0,1426496
2021-06-21,Valle d'Aosta,0,11674,3,0.0,136837
2021-06-21,Veneto,8,425017,87,0.0,8478184
2021-06-22,Abruzzo,13,74635,41,0.0,1663271
2021-06-22,Basilicata,13,26844,29,0.0,387904
2021-06-22,Calabria,17,68696,85,0.0,915264
2021-06-22,Campania,94,423506,274,0.0,5189615
2021-06-22,Emilia-Romagna,44,386389,210,1.0,6593740
2021-06-22,Friuli Venezia Giulia,15,107493,9,0.0,2131439
2021-06-22,Lazio,74,345359,285,0.0,7459999
2021-06-22,Liguria,10,103169,27,0.0,1714641
2021-06-22,Lombardia,126,840898,389,1.0,11354963
2021-06-22,Marche,17,103556,30,0.0,1285822
2021-06-22,Molise,1,13683,7,0.0,237688
2021-06-22,Piemonte,45,362659,208,0.0,4878386
2021-06-22,Puglia,92,252974,173,0.0,2627487
2021-06-22,Sardegna,6,57128,53,0.0,1360214
2021-06-22,Sicilia,133,230805,226,2.0,4802925
2021-06-22,Toscana,25,243934,126,3.0,5040242
2021-06-22,Umbria,7,56782,26,0.0,1430855
2021-06-22,Valle d'Aosta,1,11675,1,0.0,137188
2021-06-22,Veneto,96,425113,75,2.0,8500633
2021-06-23,Abruzzo,20,74655,35,1.0,1667761
2021-06-23,Basilicata,12,26856,31,0.0,388677
2021-06-23,Calabria,67,68763,83,0.0,918171
2021-06-23,Campania,110,423616,263,1.0,5204105
2021-06-23,Emilia-Romagna,55,386440,203,0.0,6610169
2021-06-23,Friuli Venezia Giulia,9,107502,9,0.0,2136884
2021-06-23,Lazio,97,345456,256,2.0,7483403
2021-06-23,Liguria,10,103372,25,0.0,1726201
2021-06-23,Lombardia,131,841029,350,0.0,11387943
2021-06-23,Marche,15,103571,27,0.0,1288484
2021-06-23,Molise,2,13685,6,0.0,238191
2021-06-23,Piemonte,51,362710,200,0.0,4892628
2021-06-23,Puglia,63,253037,170,0.0,2634171
2021-06-23,Sardegna,18,57146,53,0.0,1364083
2021-06-23,Sicilia,158,230963,206,0.0,4815390
2021-06-23,Toscana,50,243984,118,0.0,5054045
2021-06-23,Umbria,15,56797,23,0.0,1434732
2021-06-23,Valle d'Aosta,1,11676,1,0.0,137485
2021-06-23,Veneto,49,425162,68,0.0,8523931
2021-06-24,Abruzzo,40,74694,31,0.0,1672175
2021-06-24,Basilicata,28,26884,27,0.0,389439
2021-06-24,Calabria,30,68793,78,2.0,920745
2021-06-24,Campania,112,423728,252,1.0,5218264
2021-06-24,Emilia-Romagna,72,386512,196,0.0,6626830
2021-06-24,Friuli Venezia Giulia,25,106867,10,0.0,2132449
2021-06-24,Lazio,97,345553,254,2.0,7505198
2021-06-24,Liguria,10,103382,21,0.0,1734904
2021-06-24,Lombardia,155,841184,321,0.0,11420780
2021-06-24,Marche,12,103583,27,1.0,1290342
2021-06-24,Molise,6,13691,8,0.0,238519
2021-06-24,Piemonte,36,362746,202,0.0,4906505
2021-06-24,Puglia,42,253079,165,0.0,2640463
2021-06-24,Sardegna,16,57162,42,1.0,1367138
2021-06-24,Sicilia,119,231082,185,4.0,4832352
2021-06-24,Toscana,73,244057,113,0.0,5067998
2021-06-24,Umbria,9,56806,21,0.0,1438100
2021-06-24,Valle d'Aosta,2,11678,1,0.0,138002
2021-06-24,Veneto,35,425197,59,0.0,8550289
2021-06-25,Abruzzo,19,74712,28,0.0,1677066
2021-06-25,Basilicata,8,26892,25,0.0,390159
2021-06-25,Calabria,39,68832,72,0.0,923227
2021-06-25,Campania,77,423805,240,0.0,5230884
2021-06-25,Emilia-Romagna,57,386569,188,1.0,6645777
2021-06-25,Friuli Venezia Giulia,20,106886,13,0.0,2137984
2021-06-25,Lazio,91,345644,224,3.0,7528916
2021-06-25,Liguria,6,103388,22,0.0,1737976
2021-06-25,Lombardia,134,841318,298,0.0,11454108
2021-06-25,Marche,13,103596,24,0.0,1292676
2021-06-25,Molise,4,13695,8,0.0,238910
2021-06-25,Piemonte,35,362781,195,0.0,4928409
2021-06-25,Puglia,68,253147,150,1.0,2645845
2021-06-25,Sardegna,11,57173,40,0.0,1370160
2021-06-25,Sicilia,67,231149,175,0.0,4843984
2021-06-25,Toscana,42,244099,105,1.0,5080841
2021-06-25,Umbria,11,56817,18,1.0,1441712
2021-06-25,Valle d'Aosta,5,11683,1,0.0,138266
2021-06-25,Veneto,35,425232,61,0.0,8571941
2021-06-26,Abruzzo,20,74732,25,0.0,1683645
2021-06-26,Basilicata,19,26911,22,0.0,391058
2021-06-26,Calabria,37,68869,65,0.0,925269
2021-06-26,Campania,127,423932,236,2.0,5244992
2021-06-26,Emilia-Romagna,65,386634,185,0.0,6668894
2021-06-26,Friuli Venezia Giulia,19,106905,14,0.0,2143959
2021-06-26,Lazio,79,345723,194,0.0,7555559
2021-06-26,Liguria,8,103396,15,0.0,1743764
2021-06-26,Lombardia,115,841433,269,2.0,11490807
2021-06-26,Marche,5,103601,23,0.0,1294583
2021-06-26,Molise,4,13699,8,0.0,239305
2021-06-26,Piemonte,37,362818,180,1.0,4952162
2021-06-26,Puglia,58,253205,146,1.0,2652289
2021-06-26,Sardegna,19,57192,37,0.0,1373052
2021-06-26,Sicilia,111,231260,166,0.0,4857295
2021-06-26,Toscana,52,244151,96,2.0,5097801
2021-06-26,Umbria,14,56831,17,0.0,1447074
2021-06-26,Valle d'Aosta,0,11683,1,0.0,138733
2021-06-26,Veneto,38,425270,59,1.0,8598059
2021-06-27,Abruzzo,29,74761,26,0.0,1688315
2021-06-27,Basilicata,22,26933,23,0.0,391776
2021-06-27,Calabria,36,68905,64,0.0,926941
2021-06-27,Campania,95,424027,220,1.0,5256789
2021-06-27,Emilia-Romagna,61,386695,185,1.0,6681109
2021-06-27,Friuli Venezia Giulia,8,106911,14,0.0,2147073
2021-06-27,Lazio,93,345816,209,2.0,7573753
2021-06-27,Liguria,10,103406,15,0.0,1746879
2021-06-27,Lombardia,119,841552,258,0.0,11517245
2021-06-27,Marche,13,103614,23,0.0,1295886
2021-06-27,Molise,18,13717,8,0.0,240201
2021-06-27,Piemonte,31,362849,174,0.0,4961203
2021-06-27,Puglia,33,253238,145,0.0,2656229
2021-06-27,Sardegna,15,57207,37,0.0,1374665
2021-06-27,Sicilia,111,231371,162,3.0,4861815
2021-06-27,Toscana,35,244186,89,3.0,5109341
2021-06-27,Umbria,6,56837,18,0.0,1450999
2021-06-27,Valle d'Aosta,2,11685,1,0.0,139159
2021-06-27,Veneto,43,425313,59,0.0,8614165
2021-06-28,Abruzzo,1,74762,26,0.0,1689380
2021-06-28,Basilicata,0,26933,23,0.0,392020
2021-06-28,Calabria,7,68912,66,0.0,927962
2021-06-28,Campania,48,424075,216,0.0,5260068
2021-06-28,Emilia-Romagna,64,386757,191,0.0,6689488
2021-06-28,Friuli Venezia Giulia,3,106914,14,0.0,2148527
2021-06-28,Lazio,52,345868,190,2.0,7582360
2021-06-28,Liguria,0,103406,16,0.0,1748480
2021-06-28,Lombardia,46,841598,250,1.0,11526703
2021-06-28,Marche,3,103617,24,0.0,1296682
2021-06-28,Molise,0,13717,8,0.0,240317
2021-06-28,Piemonte,14,362863,164,1.0,4971363
2021-06-28,Puglia,9,253247,143,0.0,2660485
2021-06-28,Sardegna,1,57208,40,0.0,1376144
2021-06-28,Sicilia,84,231455,171,1.0,4874707
2021-06-28,Toscana,33,244219,92,0.0,5113862
2021-06-28,Umbria,0,56837,18,0.0,1451669
2021-06-28,Valle d'Aosta,0,11685,1,0.0,139265
2021-06-28,Veneto,20,425333,58,0.0,8618714
2021-06-29,Abruzzo,30,74792,25,0.0,1693241
2021-06-29,Basilicata,7,26940,18,0.0,392734
2021-06-29,Calabria,25,68937,68,0.0,930258
2021-06-29,Campania,117,424192,209,1.0,5274911
2021-06-29,Emilia-Romagna,36,386791,194,1.0,6707402
2021-06-29,Friuli Venezia Giulia,16,106930,10,0.0,2153227
2021-06-29,Lazio,46,345914,191,0.0,7606520
2021-06-29,Liguria,17,103423,18,0.0,1754927
2021-06-29,Lombardia,98,841696,248,2.0,11556788
2021-06-29,Marche,8,103625,21,0.0,1297684
2021-06-29,Molise,0,13717,8,0.0,240640
2021-06-29,Piemonte,31,362894,162,0.0,4986305
2021-06-29,Puglia,59,253306,131,3.0,2668808
2021-06-29,Sardegna,11,57219,31,0.0,1378824
2021-06-29,Sicilia,99,231554,162,1.0,4889132
2021-06-29,Toscana,18,244237,98,0.0,5126271
2021-06-29,Umbria,8,56845,17,0.0,1456323
2021-06-29,Valle d'Aosta,3,11688,1,0.0,139636
2021-06-29,Veneto,38,425371,53,1.0,8640807
2021-06-30,Abruzzo,35,74827,25,0.0,1698285
2021-06-30,Basilicata,8,26948,17,0.0,393347
2021-06-30,Calabria,25,68962,69,0.0,932484
2021-06-30,Campania,120,424312,218,0.0,5288092
2021-06-30,Emilia-Romagna,36,386827,184,2.0,6723711
2021-06-30,Friuli Venezia Giulia,12,106942,8,0.0,2158371
2021-06-30,Lazio,51,345965,190,0.0,7623651
2021-06-30,Liguria,10,103433,19,0.0,1760165
2021-06-30,Lombardia,129,841825,218,0.0,11589134
2021-06-30,Marche,15,103640,16,0.0,1301122
2021-06-30,Molise,2,13719,4,0.0,241172
2021-06-30,Piemonte,30,362924,152,2.0,4999624
2021-06-30,Puglia,35,253341,120,0.0,2676021
2021-06-30,Sardegna,17,57236,36,0.0,1383369
2021-06-30,Sicilia,142,231696,155,0.0,4904513
2021-06-30,Toscana,37,244274,90,0.0,5139195
2021-06-30,Umbria,8,56853,15,0.0,1459932
2021-06-30,Valle d'Aosta,3,11691,1,0.0,139962
2021-06-30,Veneto,52,425423,45,0.0,8663890
2021-07-01,Abruzzo,50,74874,24,0.0,1702893
2021-07-01,Basilicata,16,26964,15,0.0,393936
2021-07-01,Calabria,27,68989,59,1.0,934639
2021-07-01,Campania,107,424419,217,0.0,5300961
2021-07-01,Emilia-Romagna,61,386888,179,1.0,6740587
2021-07-01,Friuli Venezia Giulia,15,106957,8,0.0,2163140
2021-07-01,Lazio,72,346037,181,0.0,7648335
2021-07-01,Liguria,12,103445,16,0.0,1765394
2021-07-01,Lombardia,136,841961,201,1.0,11624979
2021-07-01,Marche,46,103686,12,0.0,1303084
2021-07-01,Molise,1,13720,4,0.0,241440
2021-07-01,Piemonte,20,362944,145,1.0,5013035
2021-07-01,Puglia,40,253381,119,0.0,2682225
2021-07-01,Sardegna,10,57246,43,0.0,1386259
2021-07-01,Sicilia,137,231833,151,0.0,4914973
2021-07-01,Toscana,53,244327,86,2.0,5152512
2021-07-01,Umbria,3,56856,15,0.0,1464397
2021-07-01,Valle d'Aosta,2,11693,1,0.0,140373
2021-07-01,Veneto,55,425478,45,1.0,8687243
2021-07-02,Abruzzo,23,74897,21,0.0,1707743
2021-07-02,Basilicata,4,26968,16,0.0,394585
2021-07-02,Calabria,13,69002,52,0.0,936672
2021-07-02,Campania,98,424517,212,1.0,5313243
2021-07-02,Emilia-Romagna,46,386934,175,0.0,6759161
2021-07-02,Friuli Venezia Giulia,21,106978,6,0.0,2167864
2021-07-02,Lazio,64,346101,162,0.0,7671816
2021-07-02,Liguria,11,103456,14,0.0,1769980
2021-07-02,Lombardia,143,842104,195,0.0,11661912
2021-07-02,Marche,28,103714,10,0.0,1304872
2021-07-02,Molise,0,13720,3,0.0,241842
2021-07-02,Piemonte,25,362969,139,1.0,5033996
2021-07-02,Puglia,43,253424,118,0.0,2688193
2021-07-02,Sardegna,25,57271,42,0.0,1389269
2021-07-02,Sicilia,115,231948,154,1.0,4928454
2021-07-02,Toscana,58,244385,83,0.0,5165031
2021-07-02,Umbria,9,56865,12,0.0,1468449
2021-07-02,Valle d'Aosta,0,11693,1,0.0,140609
2021-07-02,Veneto,57,425535,43,0.0,8711510
2021-07-03,Abruzzo,28,74924,22,0.0,1714104
2021-07-03,Basilicata,11,26979,17,0.0,395185
2021-07-03,Calabria,56,69058,54,0.0,938688
2021-07-03,Campania,139,424656,208,2.0,5326093
2021-07-03,Emilia-Romagna,65,386998,161,0.0,6781717
2021-07-03,Friuli Venezia Giulia,10,106987,8,0.0,2171553
2021-07-03,Lazio,85,346186,155,0.0,7698300
2021-07-03,Liguria,7,103463,14,0.0,1775495
2021-07-03,Lombardia,140,842244,208,0.0,11701986
2021-07-03,Marche,32,103746,5,0.0,1306605
2021-07-03,Molise,1,13721,3,0.0,242175
